Tipo de inmueble,Precio (admin_included),Estrato,Baños,Habitaciones,Parqueaderos,Area,Area Privada,Piso,Antiguedad,Precio_por_m2,Bedroom_Bath_Ratio,Size_Category_Small,Size_Category_Medium,Size_Category_Large,Size_Category_Huge,Cluster,Market_Segment
Casa,7800000.0,4.0,4.0,4.0,3.0,450.0,450.0,2.0,16 a 30 años,17333.333333333332,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,2500000.0,4.0,2.0,1.0,1.0,49.0,49.0,3.0,1 a 8 años,51020.4081632653,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,2700000.0,4.0,2.0,1.0,1.0,45.0,42.0,2.0,1 a 8 años,60000.0,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,1430000.0,3.0,1.0,2.0,0.0,50.0,45.0,1.0,16 a 30 años,28600.0,2.0,True,False,False,False,1,Budget Compact Properties
Casa,13000000.0,4.0,6.0,14.0,5.0,321.0,321.0,0.0,más de 30 años,40498.442367601245,2.3333333333333335,False,False,True,False,0,Premium Spacious Properties
Apartamento,1400000.0,3.0,1.0,1.0,1.0,35.0,32.0,4.0,16 a 30 años,40000.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,60000000.0,4.0,10.0,14.0,10.0,2.0,22.0,0.0,más de 30 años,30000000.0,1.4,False,False,False,False,0,Premium Spacious Properties
Apartamento,590000.0,4.0,1.0,1.0,0.0,9.0,22.0,4.0,más de 30 años,65555.55555555556,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,780000.0,4.0,1.0,1.0,0.0,16.0,16.0,2.0,más de 30 años,48750.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,4500000.0,3.0,3.0,4.0,1.0,222.0,222.0,0.0,más de 30 años,20270.27027027027,1.3333333333333333,False,False,True,False,0,Premium Spacious Properties
Apartamento,550000.0,4.0,0.0,1.0,0.0,25.0,22.0,0.0,16 a 30 años,22000.0,2.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1900000.0,4.0,1.0,1.0,0.0,32.0,32.0,5.0,1 a 8 años,59375.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,800000.0,4.0,1.0,1.0,0.0,7.0,7.0,0.0,más de 30 años,114285.71428571429,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1190000.0,3.0,1.0,1.0,1.0,38.0,38.0,2.0,9 a 15 años,31315.78947368421,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,22.0,22.0,0.0,1 a 8 años,81818.18181818182,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2600000.0,4.0,2.0,2.0,0.0,70.0,70.0,0.0,16 a 30 años,37142.857142857145,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2250001.0,3.0,2.0,3.0,1.0,112.0,112.0,3.0,más de 30 años,20089.29464285714,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1850000.0,4.0,1.0,1.0,0.0,31.52,31.52,0.0,1 a 8 años,58692.89340101523,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3600000.0,4.0,2.0,3.0,1.0,100.0,100.0,0.0,16 a 30 años,36000.0,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,490000.0,5.0,5.0,3.0,0.0,10.0,10.0,0.0,16 a 30 años,49000.0,0.6,False,False,False,False,1,Budget Compact Properties
Apartamento,3700000.0,4.0,2.0,2.0,1.0,66.0,66.0,6.0,menor a 1 año,56060.606060606064,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,29.0,27.0,2.0,más de 30 años,62068.96551724138,1.0,False,False,False,False,1,Budget Compact Properties
Casa,13500000.0,4.0,4.0,4.0,1.0,600.0,580.0,2.0,más de 30 años,22500.0,1.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,1600000.0,4.0,1.0,1.0,1.0,27.0,27.0,1.0,1 a 8 años,59259.25925925926,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,4.0,2.0,3.0,0.0,80.0,10.0,1.0,9 a 15 años,8750.0,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,3500000.0,5.0,3.0,3.0,2.0,100.0,100.0,4.0,16 a 30 años,35000.0,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1850000.0,3.0,1.0,1.0,0.0,17.0,22.0,5.0,menor a 1 año,108823.5294117647,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3300000.0,4.0,2.0,2.0,1.0,60.0,60.0,0.0,menor a 1 año,55000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1210000.0,4.0,1.0,1.0,0.0,25.0,25.0,4.0,1 a 8 años,48400.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1650000.0,3.0,1.0,1.0,0.0,17.0,22.0,8.0,menor a 1 año,97058.82352941176,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3170000.0,4.0,2.0,2.0,1.0,75.0,70.0,3.0,1 a 8 años,42266.666666666664,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,30.0,22.0,0.0,más de 30 años,40000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2900000.0,4.0,2.0,3.0,1.0,96.0,22.0,1.0,16 a 30 años,30208.333333333332,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,2.0,3.0,1.0,81.5,77.5,1.0,16 a 30 años,30674.84662576687,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1500000.0,3.0,1.0,1.0,0.0,17.0,17.0,7.0,menor a 1 año,88235.29411764706,1.0,False,False,False,False,1,Budget Compact Properties
Casa,25000000.0,4.0,5.0,5.0,4.0,700.0,500.0,0.0,más de 30 años,35714.28571428572,1.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,2100000.0,4.0,1.0,1.0,1.0,40.0,40.0,4.0,menor a 1 año,52500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,3.0,2.0,4.0,0.0,75.0,14.0,2.0,16 a 30 años,9333.333333333334,2.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,1.0,0.0,27.0,22.0,2.0,9 a 15 años,44444.444444444445,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1960000.0,4.0,1.0,1.0,1.0,58.0,58.0,0.0,16 a 30 años,33793.10344827586,1.0,True,False,False,False,1,Budget Compact Properties
Casa,5000000.0,4.0,3.0,4.0,2.0,320.0,280.0,0.0,más de 30 años,15625.0,1.3333333333333333,False,False,True,False,0,Premium Spacious Properties
Apartamento,1900000.0,3.0,4.0,3.0,1.0,92.0,22.0,0.0,más de 30 años,20652.17391304348,0.75,False,True,False,False,1,Budget Compact Properties
Apartamento,18500000.0,4.0,2.0,4.0,0.0,100.0,100.0,2.0,16 a 30 años,185000.0,2.0,False,True,False,False,1,Budget Compact Properties
Casa,20000000.0,4.0,2.0,6.0,4.0,780.0,760.0,2.0,más de 30 años,25641.02564102564,3.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,1800000.0,5.0,1.0,1.0,0.0,25.0,20.0,3.0,1 a 8 años,72000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1150000.0,4.0,1.0,1.0,0.0,28.0,22.0,1.0,más de 30 años,41071.42857142857,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2050000.0,4.0,1.0,1.0,0.0,25.0,25.0,0.0,9 a 15 años,82000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1130000.0,3.0,1.0,1.0,0.0,25.0,25.0,1.0,9 a 15 años,45200.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,670000.0,4.0,1.0,1.0,0.0,5.0,5.0,3.0,más de 30 años,134000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2416000.0,4.0,1.0,1.0,0.0,30.0,30.0,0.0,1 a 8 años,80533.33333333333,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,3.0,1.0,1.0,0.0,45.0,45.0,0.0,16 a 30 años,37777.77777777778,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,5.0,3.0,4.0,2.0,140.0,140.0,0.0,más de 30 años,25000.0,1.3333333333333333,False,False,True,False,1,Budget Compact Properties
Apartamento,4350000.0,4.0,2.0,3.0,1.0,90.0,90.0,4.0,9 a 15 años,48333.333333333336,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,2730000.0,4.0,3.0,3.0,1.0,98.0,98.0,0.0,más de 30 años,27857.14285714286,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,3300000.0,4.0,3.0,3.0,1.0,90.0,22.0,9.0,9 a 15 años,36666.666666666664,1.0,False,True,False,False,1,Budget Compact Properties
Casa,4720000.0,4.0,4.0,5.0,1.0,180.0,180.0,0.0,16 a 30 años,26222.222222222223,1.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,950000.0,3.0,2.0,3.0,0.0,50.0,50.0,0.0,9 a 15 años,19000.0,1.5,True,False,False,False,1,Budget Compact Properties
Apartamento,940000.0,4.0,0.0,1.0,0.0,140.0,12.0,0.0,más de 30 años,6714.285714285715,2.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,40.0,35.0,0.0,16 a 30 años,37500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,810000.0,4.0,1.0,1.0,0.0,10.0,22.0,0.0,más de 30 años,81000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,2.0,1.0,60.0,60.0,0.0,menor a 1 año,58333.333333333336,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,550000.0,4.0,1.0,1.0,0.0,20.0,12.0,2.0,más de 30 años,27500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,3.0,1.0,65.0,65.0,4.0,9 a 15 años,53846.153846153844,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,1.0,17.0,17.0,0.0,menor a 1 año,76470.58823529411,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1987300.0,4.0,1.0,2.0,1.0,40.0,22.0,0.0,más de 30 años,49682.5,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,28.0,28.0,0.0,9 a 15 años,53571.42857142857,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,3.0,1.0,1.0,0.0,31.0,31.0,1.0,1 a 8 años,48387.096774193546,1.0,True,False,False,False,1,Budget Compact Properties
Casa,16000000.0,4.0,8.0,12.0,3.0,561.0,561.0,2.0,más de 30 años,28520.499108734402,1.5,False,False,False,True,0,Premium Spacious Properties
Casa,5100000.0,4.0,5.0,6.0,3.0,280.0,280.0,0.0,más de 30 años,18214.285714285714,1.2,False,False,True,False,0,Premium Spacious Properties
Apartamento,3670700.0,4.0,2.0,3.0,1.0,86.0,86.0,2.0,1 a 8 años,42682.558139534885,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,850000.0,4.0,2.0,2.0,0.0,12.0,22.0,2.0,16 a 30 años,70833.33333333333,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,1.0,1.0,1.0,37.0,34.0,6.0,1 a 8 años,67567.56756756757,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1900000.0,4.0,1.0,1.0,0.0,32.0,32.0,5.0,1 a 8 años,59375.0,1.0,True,False,False,False,1,Budget Compact Properties
Casa,7000000.0,4.0,2.0,2.0,0.0,265.0,22.0,2.0,más de 30 años,26415.094339622643,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1800000.0,4.0,1.0,1.0,0.0,30.0,30.0,0.0,1 a 8 años,60000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1050000.0,3.0,1.0,1.0,0.0,20.0,20.0,8.0,más de 30 años,52500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,700000.0,5.0,0.0,1.0,0.0,7.0,7.0,0.0,más de 30 años,100000.0,2.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1250000.0,4.0,1.0,1.0,0.0,25.0,25.0,2.0,1 a 8 años,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3400000.0,4.0,2.0,2.0,1.0,69.0,69.0,0.0,1 a 8 años,49275.362318840576,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1250000.0,3.0,1.0,1.0,0.0,25.0,25.0,2.0,1 a 8 años,50000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,4500000.0,5.0,4.0,4.0,2.0,120.0,120.0,5.0,9 a 15 años,37500.0,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1800000.0,5.0,1.0,1.0,0.0,20.0,20.0,1.0,1 a 8 años,90000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2450000.0,4.0,1.0,1.0,0.0,36.0,36.0,0.0,menor a 1 año,68055.55555555556,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2000000.0,4.0,1.0,1.0,1.0,32.0,32.0,8.0,1 a 8 años,62500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,5.0,1.0,1.0,0.0,18.0,18.0,4.0,1 a 8 años,94444.44444444444,1.0,False,False,False,False,1,Budget Compact Properties
Casa,5500000.0,4.0,4.0,1.0,0.0,310.0,310.0,0.0,más de 30 años,17741.935483870966,0.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,1400000.0,3.0,1.0,2.0,0.0,55.0,1.0,3.0,16 a 30 años,25454.545454545456,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1600000.0,3.0,1.0,2.0,1.0,52.0,52.0,0.0,1 a 8 años,30769.23076923077,2.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1760000.0,4.0,1.0,1.0,1.0,45.0,45.0,2.0,16 a 30 años,39111.11111111111,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,690000.0,3.0,1.0,1.0,0.0,10.0,10.0,0.0,más de 30 años,69000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1855132.0,3.0,2.0,1.0,1.0,38.0,22.0,3.0,1 a 8 años,48819.26315789474,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,2500000.0,4.0,1.0,1.0,1.0,44.0,44.0,0.0,9 a 15 años,56818.181818181816,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,2.0,3.0,0.0,102.0,102.0,3.0,más de 30 años,34313.72549019608,1.5,False,True,False,False,1,Budget Compact Properties
Apartamento,5000000.0,4.0,3.0,3.0,1.0,92.0,92.0,1.0,más de 30 años,54347.82608695652,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,3200000.0,4.0,2.0,4.0,1.0,110.0,110.0,0.0,16 a 30 años,29090.909090909092,2.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1350000.0,4.0,1.0,1.0,0.0,5.0,5.0,0.0,1 a 8 años,270000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,4200000.0,3.0,3.0,3.0,1.0,98.0,98.0,1.0,9 a 15 años,42857.142857142855,1.0,False,True,False,False,1,Budget Compact Properties
Casa,4500000.0,4.0,4.0,4.0,4.0,280.0,280.0,0.0,más de 30 años,16071.42857142857,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,3825000.0,4.0,1.0,1.0,0.0,31.0,31.0,0.0,menor a 1 año,123387.09677419355,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1600000.0,3.0,1.0,1.0,0.0,29.0,29.0,0.0,9 a 15 años,55172.41379310345,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1800000.0,3.0,1.0,1.0,0.0,25.0,22.0,0.0,más de 30 años,72000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2400000.0,3.0,2.0,2.0,1.0,76.0,76.0,1.0,más de 30 años,31578.947368421053,1.0,False,True,False,False,1,Budget Compact Properties
Casa,6950000.0,4.0,4.0,5.0,1.0,229.0,22.0,0.0,más de 30 años,30349.34497816594,1.25,False,False,True,False,1,Budget Compact Properties
Apartamento,1650000.0,5.0,1.0,1.0,0.0,25.0,25.0,0.0,1 a 8 años,66000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1281300.0,3.0,1.0,1.0,0.0,17.0,15.0,0.0,menor a 1 año,75370.58823529411,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3800000.0,4.0,2.0,3.0,1.0,150.0,143.0,3.0,más de 30 años,25333.333333333332,1.5,False,False,True,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,40.0,22.0,0.0,16 a 30 años,37500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1700000.0,4.0,1.0,1.0,0.0,40.0,40.0,2.0,9 a 15 años,42500.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1800000.0,3.0,2.0,2.0,0.0,50.0,50.0,1.0,9 a 15 años,36000.0,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,1200000.0,4.0,1.0,2.0,0.0,24.0,24.0,1.0,1 a 8 años,50000.0,2.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1400000.0,4.0,1.0,1.0,0.0,23.0,23.0,2.0,1 a 8 años,60869.565217391304,1.0,False,False,False,False,1,Budget Compact Properties
Casa,5500001.0,4.0,4.0,4.0,2.0,260.0,260.0,1.0,más de 30 años,21153.85,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,3500000.0,4.0,2.0,2.0,1.0,90.0,90.0,2.0,1 a 8 años,38888.88888888889,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,2600000.0,5.0,2.0,1.0,1.0,50.0,45.0,2.0,1 a 8 años,52000.0,0.5,True,False,False,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,0.0,20.0,19.0,4.0,1 a 8 años,65000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2200000.0,4.0,1.0,1.0,1.0,67.0,67.0,0.0,16 a 30 años,32835.82089552239,1.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1400000.0,4.0,1.0,1.0,0.0,22.0,22.0,0.0,1 a 8 años,63636.36363636364,1.0,False,False,False,False,1,Budget Compact Properties
Casa,4500000.0,4.0,3.0,3.0,0.0,280.0,22.0,2.0,más de 30 años,16071.42857142857,1.0,False,False,True,False,1,Budget Compact Properties
Casa,9000000.0,4.0,4.0,5.0,4.0,450.0,22.0,2.0,más de 30 años,20000.0,1.25,False,False,True,False,0,Premium Spacious Properties
Apartamento,1400000.0,3.0,1.0,1.0,0.0,36.0,62.0,1.0,16 a 30 años,38888.88888888889,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,660000.0,3.0,1.0,1.0,0.0,5.0,5.0,3.0,más de 30 años,132000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,1500000.0,4.0,1.0,1.0,0.0,24.0,22.0,2.0,menor a 1 año,62500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,2200000.0,3.0,1.0,1.0,1.0,37.0,37.0,0.0,1 a 8 años,59459.45945945946,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,4200000.0,4.0,4.0,4.0,2.0,165.0,165.0,1.0,más de 30 años,25454.545454545456,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,1600000.0,3.0,1.0,1.0,1.0,42.0,42.0,3.0,1 a 8 años,38095.23809523809,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,2400000.0,4.0,2.0,2.0,1.0,55.0,55.0,3.0,1 a 8 años,43636.36363636364,1.0,True,False,False,False,1,Budget Compact Properties
Apartamento,550000.0,4.0,6.0,5.0,0.0,10.0,10.0,4.0,16 a 30 años,55000.0,0.8333333333333334,False,False,False,False,1,Budget Compact Properties
Apartamento,3700000.0,4.0,2.0,4.0,1.0,200.0,200.0,0.0,16 a 30 años,18500.0,2.0,False,False,True,False,1,Budget Compact Properties
Apartamento,960000.0,4.0,4.0,4.0,3.0,12.0,12.0,1.0,1 a 8 años,80000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3700000.0,3.0,3.0,5.0,0.0,230.0,22.0,0.0,más de 30 años,16086.95652173913,1.6666666666666667,False,False,True,False,1,Budget Compact Properties
Apartamento,650000.0,3.0,1.0,1.0,0.0,16.0,52.0,2.0,16 a 30 años,40625.0,1.0,False,False,False,False,1,Budget Compact Properties
Casa,5500000.0,4.0,3.0,5.0,3.0,264.0,264.0,2.0,16 a 30 años,20833.333333333332,1.6666666666666667,False,False,True,False,0,Premium Spacious Properties
Apartamento,950000.0,3.0,1.0,1.0,0.0,20.0,20.0,0.0,más de 30 años,47500.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,4160000.0,4.0,3.0,3.0,1.0,202.0,202.0,1.0,más de 30 años,20594.059405940596,1.0,False,False,True,False,1,Budget Compact Properties
Apartamento,1300000.0,4.0,1.0,1.0,0.0,17.0,15.0,4.0,menor a 1 año,76470.58823529411,1.0,False,False,False,False,1,Budget Compact Properties
Casa,20000000.0,4.0,7.0,7.0,5.0,429.0,429.0,0.0,más de 30 años,46620.04662004662,1.0,False,False,True,False,0,Premium Spacious Properties
Casa,18000000.0,4.0,4.0,19.0,10.0,1.0,1.0,2.0,más de 30 años,18000000.0,4.75,False,False,False,False,0,Premium Spacious Properties
Apartamento,2000000.0,4.0,1.0,1.0,1.0,30.0,22.0,2.0,16 a 30 años,66666.66666666667,1.0,False,False,False,False,1,Budget Compact Properties
Casa,5500000.0,4.0,4.0,4.0,3.0,270.0,270.0,2.0,16 a 30 años,20370.37037037037,1.0,False,False,True,False,0,Premium Spacious Properties
Apartamento,1065000.0,4.0,2.0,3.0,0.0,67.0,58.0,1.0,1 a 8 años,15895.522388059702,1.5,False,True,False,False,1,Budget Compact Properties
Casa,12000000.0,4.0,2.0,3.0,2.0,220.0,22.0,1.0,1 a 8 años,54545.454545454544,1.5,False,False,True,False,1,Budget Compact Properties
Casa,4000000.0,4.0,3.0,10.0,2.0,250.0,250.0,0.0,más de 30 años,16000.0,3.3333333333333335,False,False,True,False,0,Premium Spacious Properties
Apartamento,750000.0,4.0,2.0,3.0,0.0,15.0,15.0,2.0,16 a 30 años,50000.0,1.5,False,False,False,False,1,Budget Compact Properties
Apartamento,1550000.0,4.0,1.0,1.0,0.0,55.0,55.0,3.0,más de 30 años,28181.81818181818,1.0,True,False,False,False,1,Budget Compact Properties
Casa,13000000.0,4.0,6.0,12.0,5.0,600.0,600.0,0.0,más de 30 años,21666.666666666668,2.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,2100000.0,4.0,1.0,1.0,0.0,30.0,30.0,0.0,menor a 1 año,70000.0,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,3500000.0,4.0,1.0,2.0,0.0,90.0,90.0,0.0,1 a 8 años,38888.88888888889,2.0,False,True,False,False,1,Budget Compact Properties
Apartamento,1600000.0,5.0,1.0,1.0,0.0,18.0,16.0,2.0,1 a 8 años,88888.88888888889,1.0,False,False,False,False,1,Budget Compact Properties
Apartamento,4000000.0,4.0,2.0,4.0,1.0,168.0,22.0,4.0,más de 30 años,23809.52380952381,2.0,False,False,True,False,1,Budget Compact Properties
Casa,7000000.0,4.0,0.0,1.0,0.0,600.0,600.0,0.0,más de 30 años,11666.666666666666,2.0,False,False,False,True,0,Premium Spacious Properties
Apartamento,1550000.0,4.0,1.0,1.0,0.0,39.0,39.0,1.0,más de 30 años,39743.58974358974,1.0,True,False,False,False,1,Budget Compact Properties
